device,source_table,name,doc_address,remote_pdu_offset,local_iec,northbound_table,northbound_pdu_offset,dtype,unit,scale,writable,pulse,description
turbine,INPUT,ACCEPTED_COMMAND_COUNT,30049,48,%IW432,INPUT,432,u16,,1,no,no,
turbine,HOLDING,CONTROL_MODE,40001,0,%QW384,HOLDING,384,enum,,1,yes,no,0=LOCAL_MANUAL 1=LOCAL_AUTO 2=REMOTE_MANUAL 3=REMOTE_AUTO 4=MAINTENANCE
turbine,HOLDING_READBACK,CONTROL_MODE,40001,0,%IW896,INPUT,896,enum,,1,no,no,FC3 readback: 0=LOCAL_MANUAL 1=LOCAL_AUTO 2=REMOTE_MANUAL 3=REMOTE_AUTO 4=MAINTENANCE
turbine,HOLDING,COMMAND_SEQUENCE,40002,1,%QW385,HOLDING,385,u16,,1,yes,no,命令序號，重置需為新值
turbine,HOLDING_READBACK,COMMAND_SEQUENCE,40002,1,%IW897,INPUT,897,u16,,1,no,no,FC3 readback: 命令序號，重置需為新值
turbine,HOLDING,WATCHDOG_COUNTER,40003,2,%QW386,HOLDING,386,u16,,1,yes,no,控制器每秒 +1
turbine,HOLDING_READBACK,WATCHDOG_COUNTER,40003,2,%IW898,INPUT,898,u16,,1,no,no,FC3 readback: 控制器每秒 +1
turbine,HOLDING,RESET_KEY,40004,3,%QW387,HOLDING,387,u16,,1,yes,no,重置鑰匙 0xA55A
turbine,HOLDING_READBACK,RESET_KEY,40004,3,%IW899,INPUT,899,u16,,1,no,no,FC3 readback: 重置鑰匙 0xA55A
turbine,HOLDING,SIMULATION_FLAGS,40005,4,%QW388,HOLDING,388,bitfield,,1,yes,no,
turbine,HOLDING_READBACK,SIMULATION_FLAGS,40005,4,%IW900,INPUT,900,bitfield,,1,no,no,FC3 readback:
turbine,HOLDING,ACTIVE_CONTROLLER_ID,40006,5,%QW389,HOLDING,389,u16,,1,yes,no,
turbine,HOLDING_READBACK,ACTIVE_CONTROLLER_ID,40006,5,%IW901,INPUT,901,u16,,1,no,no,FC3 readback:
turbine,HOLDING,COMMAND_LEASE_TIME,40007,6,%QW390,HOLDING,390,u16,s,1,yes,no,
turbine,HOLDING_READBACK,COMMAND_LEASE_TIME,40007,6,%IW902,INPUT,902,u16,s,1,no,no,FC3 readback:
turbine,HOLDING,OUTPUT_RATE_LIMIT,40008,7,%QW391,HOLDING,391,u16,%/s,100,yes,no,
turbine,HOLDING_READBACK,OUTPUT_RATE_LIMIT,40008,7,%IW903,INPUT,903,u16,%/s,100,no,no,FC3 readback:
turbine,HOLDING,RESERVED,40009,8,%QW392,HOLDING,392,u16,,1,yes,no,
turbine,HOLDING_READBACK,RESERVED,40009,8,%IW904,INPUT,904,u16,,1,no,no,FC3 readback:
turbine,HOLDING,PRIMARY_SETPOINT,40010,9,%QW393,HOLDING,393,u16,RPM,1,yes,no,轉速設定值
turbine,HOLDING_READBACK,PRIMARY_SETPOINT,40010,9,%IW905,INPUT,905,u16,RPM,1,no,no,FC3 readback: 轉速設定值
turbine,HOLDING,SECONDARY_SETPOINT,40011,10,%QW394,HOLDING,394,u16,,1,yes,no,
turbine,HOLDING_READBACK,SECONDARY_SETPOINT,40011,10,%IW906,INPUT,906,u16,,1,no,no,FC3 readback:
turbine,HOLDING,MANUAL_OUTPUT,40012,11,%QW395,HOLDING,395,u16,%,100,yes,no,手動調速器輸出
turbine,HOLDING_READBACK,MANUAL_OUTPUT,40012,11,%IW907,INPUT,907,u16,%,100,no,no,FC3 readback: 手動調速器輸出
turbine,HOLDING,OUTPUT_HIGH_LIMIT,40013,12,%QW396,HOLDING,396,u16,%,100,yes,no,
turbine,HOLDING_READBACK,OUTPUT_HIGH_LIMIT,40013,12,%IW908,INPUT,908,u16,%,100,no,no,FC3 readback:
turbine,HOLDING,OUTPUT_LOW_LIMIT,40014,13,%QW397,HOLDING,397,u16,%,100,yes,no,
turbine,HOLDING_READBACK,OUTPUT_LOW_LIMIT,40014,13,%IW909,INPUT,909,u16,%,100,no,no,FC3 readback:
turbine,HOLDING,PID_KP,40020,19,%QW403,HOLDING,403,u16,,100,yes,no,
turbine,HOLDING_READBACK,PID_KP,40020,19,%IW915,INPUT,915,u16,,100,no,no,FC3 readback:
turbine,HOLDING,PID_KI,40021,20,%QW404,HOLDING,404,u16,,100,yes,no,
turbine,HOLDING_READBACK,PID_KI,40021,20,%IW916,INPUT,916,u16,,100,no,no,FC3 readback:
turbine,HOLDING,PID_KD,40022,21,%QW405,HOLDING,405,u16,,100,yes,no,
turbine,HOLDING_READBACK,PID_KD,40022,21,%IW917,INPUT,917,u16,,100,no,no,FC3 readback:
turbine,HOLDING,DEADBAND,40023,22,%QW406,HOLDING,406,u16,,100,yes,no,
turbine,HOLDING_READBACK,DEADBAND,40023,22,%IW918,INPUT,918,u16,,100,no,no,FC3 readback:
turbine,HOLDING,INTEGRAL_LIMIT,40024,23,%QW407,HOLDING,407,u16,,100,yes,no,
turbine,HOLDING_READBACK,INTEGRAL_LIMIT,40024,23,%IW919,INPUT,919,u16,,100,no,no,FC3 readback:
turbine,HOLDING,CONTROLLER_SCAN_TIME,40025,24,%QW408,HOLDING,408,u16,ms,1,yes,no,
turbine,HOLDING_READBACK,CONTROLLER_SCAN_TIME,40025,24,%IW920,INPUT,920,u16,ms,1,no,no,FC3 readback:
turbine,HOLDING,INERTIA_PARAM,40030,29,%QW413,HOLDING,413,u16,MW*s2/rad,100,yes,no,
turbine,HOLDING_READBACK,INERTIA_PARAM,40030,29,%IW925,INPUT,925,u16,MW*s2/rad,100,no,no,FC3 readback:
turbine,HOLDING,DAMPING_PARAM,40031,30,%QW414,HOLDING,414,u16,MW/(rad/s),1000,yes,no,
turbine,HOLDING_READBACK,DAMPING_PARAM,40031,30,%IW926,INPUT,926,u16,MW/(rad/s),1000,no,no,FC3 readback:
generator,COIL,START,1,0,%QX14.0,COIL,112,u16,,1,yes,yes,脈衝啟動命令
generator,COIL,STOP,2,1,%QX14.1,COIL,113,u16,,1,yes,yes,正常停止
generator,COIL,RESET_TRIP,3,2,%QX14.2,COIL,114,u16,,1,yes,yes,跳機重置脈衝，需 Reset Key
generator,COIL,ACK_ALARM,4,3,%QX14.3,COIL,115,u16,,1,yes,yes,警報確認
generator,COIL,EMERGENCY_STOP,5,4,%QX14.4,COIL,116,u16,,1,yes,no,緊急停止（保持型）
generator,COIL,FORCE_SAFE,6,5,%QX14.5,COIL,117,u16,,1,yes,no,強制安全狀態
generator,COIL,TRIP_TEST,7,6,%QX14.6,COIL,118,u16,,1,yes,yes,實驗模式跳機測試（需 LAB_MODE）
generator,COIL,CLEAR_TOTALIZER,8,7,%QX14.7,COIL,119,u16,,1,yes,yes,清除累積值
generator,COIL,BREAKER_CLOSE,10,9,%QX15.1,COIL,121,u16,,1,yes,yes,斷路器閉合命令
generator,COIL,BREAKER_OPEN,11,10,%QX15.2,COIL,122,u16,,1,yes,yes,斷路器打開命令
generator,DISCRETE,READY,10001,0,%IX14.0,DISCRETE,112,u16,,1,no,no,
generator,DISCRETE,RUNNING,10002,1,%IX14.1,DISCRETE,113,u16,,1,no,no,
generator,DISCRETE,STARTING,10003,2,%IX14.2,DISCRETE,114,u16,,1,no,no,
generator,DISCRETE,STOPPING,10004,3,%IX14.3,DISCRETE,115,u16,,1,no,no,
generator,DISCRETE,TRIPPED,10005,4,%IX14.4,DISCRETE,116,u16,,1,no,no,
generator,DISCRETE,ALARM_ACTIVE,10006,5,%IX14.5,DISCRETE,117,u16,,1,no,no,
generator,DISCRETE,LOCAL_MODE,10007,6,%IX14.6,DISCRETE,118,u16,,1,no,no,
generator,DISCRETE,REMOTE_MODE,10008,7,%IX14.7,DISCRETE,119,u16,,1,no,no,
generator,DISCRETE,AUTO_MODE,10009,8,%IX15.0,DISCRETE,120,u16,,1,no,no,
generator,DISCRETE,MANUAL_MODE,10010,9,%IX15.1,DISCRETE,121,u16,,1,no,no,
generator,DISCRETE,CONTROL_WATCHDOG_OK,10011,10,%IX15.2,DISCRETE,122,u16,,1,no,no,
generator,DISCRETE,SIM_BUS_OK,10012,11,%IX15.3,DISCRETE,123,u16,,1,no,no,
generator,DISCRETE,INTERLOCKS_OK,10013,12,%IX15.4,DISCRETE,124,u16,,1,no,no,
generator,DISCRETE,SENSOR_FAULT,10014,13,%IX15.5,DISCRETE,125,u16,,1,no,no,
generator,DISCRETE,ACTUATOR_FAULT,10015,14,%IX15.6,DISCRETE,126,u16,,1,no,no,
generator,DISCRETE,MAINTENANCE_MODE,10016,15,%IX15.7,DISCRETE,127,u16,,1,no,no,
generator,INPUT,STATUS_WORD,30001,0,%IW448,INPUT,448,bitfield,,1,no,no,狀態字
generator,INPUT,ALARM_WORD_1,30002,1,%IW449,INPUT,449,bitfield,,1,no,no,
generator,INPUT,ALARM_WORD_2,30003,2,%IW450,INPUT,450,bitfield,,1,no,no,
generator,INPUT,TRIP_WORD,30004,3,%IW451,INPUT,451,bitfield,,1,no,no,
generator,INPUT,DEVICE_STATE,30005,4,%IW452,INPUT,452,enum,,1,no,no,
generator,INPUT,FIRST_OUT_CODE,30006,5,%IW453,INPUT,453,u16,,1,no,no,
generator,INPUT,OVERALL_QUALITY,30007,6,%IW454,INPUT,454,enum,,1,no,no,
generator,INPUT,REGISTER_MAP_VERSION,30008,7,%IW455,INPUT,455,u16,,1,no,no,
generator,INPUT,FIRMWARE_VERSION,30009,8,%IW456,INPUT,456,u16,,1,no,no,
generator,INPUT,ELECTRICAL_POWER,30010,9,%IW457,INPUT,457,u16,MW,100,no,no,
generator,INPUT,LOAD_DEMAND,30011,10,%IW458,INPUT,458,u16,MW,100,no,no,
generator,INPUT,FREQUENCY,30012,11,%IW459,INPUT,459,u16,Hz,100,no,no,
generator,INPUT,VOLTAGE,30013,12,%IW460,INPUT,460,u16,kV,100,no,no,
generator,INPUT,CURRENT,30014,13,%IW461,INPUT,461,u16,A,1,no,no,
generator,INPUT,POWER_FACTOR,30015,14,%IW462,INPUT,462,u16,,1000,no,no,
generator,INPUT,BREAKER_STATUS,30016,15,%IW463,INPUT,463,enum,,1,no,no,0=開路 1=閉合
generator,INPUT,SYNC_PERMISSIVE,30017,16,%IW464,INPUT,464,bitfield,,1,no,no,
generator,INPUT,PHASE_ANGLE_DIFF,30018,17,%IW465,INPUT,465,i16,deg,100,no,no,
generator,INPUT,ELECTRICAL_TORQUE,30019,18,%IW466,INPUT,466,u16,MW,100,no,no,
generator,INPUT,OPERATING_MODE,30020,19,%IW467,INPUT,467,enum,,1,no,no,0=孤島 1=強電網
generator,INPUT,WATCHDOG_ECHO,30030,29,%IW477,INPUT,477,u16,,1,no,no,回應 40003 之值
generator,INPUT,SCAN_TIME_MS,30031,30,%IW478,INPUT,478,u16,ms,10,no,no,物理掃描耗時 ×10
generator,INPUT,MODBUS_REQUEST_COUNT,30032,31,%IW479,INPUT,479,u16,,1,no,no,已處理請求數（模 65536）
generator,INPUT,REJECTED_COMMAND_COUNT,30033,32,%IW480,INPUT,480,u16,,1,no,no,
generator,INPUT,EXCEPTION_COUNT,30034,33,%IW481,INPUT,481,u16,,1,no,no,
generator,INPUT,SIM_QUALITY_WORD,30035,34,%IW482,INPUT,482,bitfield,,1,no,no,每個輸入訊號品質是否 GOOD
generator,INPUT,SIM_TICK_LOW,30036,35,%IW483,INPUT,483,u16,,1,no,no,
generator,INPUT,COMM_LOSS_SECONDS,30037,36,%IW484,INPUT,484,u16,s,10,no,no,
generator,INPUT,FAULT_INJECT_WORD,30038,37,%IW485,INPUT,485,bitfield,,1,no,no,啟用中的故障注入
generator,INPUT,SNAPSHOT_GENERATION,30039,38,%IW486,INPUT,486,u16,,1,no,no,每次快照還原 +1，供測試判斷環境已重置
generator,INPUT,RUN_SECONDS_HI,30040,39,%IW487,INPUT,487,u32,s,1,no,no,
generator,INPUT,RUN_SECONDS_LO,30041,40,%IW488,INPUT,488,u16,,1,no,no,
generator,INPUT,START_COUNT,30042,41,%IW489,INPUT,489,u16,,1,no,no,
generator,INPUT,TRIP_COUNT,30043,42,%IW490,INPUT,490,u16,,1,no,no,
generator,INPUT,MASS_TOTAL_HI,30044,43,%IW491,INPUT,491,u32,kg,1,no,no,
generator,INPUT,MASS_TOTAL_LO,30045,44,%IW492,INPUT,492,u16,,1,no,no,
generator,INPUT,ENERGY_TOTAL_HI,30046,45,%IW493,INPUT,493,u32,kWh,1,no,no,
generator,INPUT,ENERGY_TOTAL_LO,30047,46,%IW494,INPUT,494,u16,,1,no,no,
generator,INPUT,ALARM_COUNT,30048,47,%IW495,INPUT,495,u16,,1,no,no,
generator,INPUT,ACCEPTED_COMMAND_COUNT,30049,48,%IW496,INPUT,496,u16,,1,no,no,
generator,HOLDING,CONTROL_MODE,40001,0,%QW448,HOLDING,448,enum,,1,yes,no,0=LOCAL_MANUAL 1=LOCAL_AUTO 2=REMOTE_MANUAL 3=REMOTE_AUTO 4=MAINTENANCE
generator,HOLDING_READBACK,CONTROL_MODE,40001,0,%IW960,INPUT,960,enum,,1,no,no,FC3 readback: 0=LOCAL_MANUAL 1=LOCAL_AUTO 2=REMOTE_MANUAL 3=REMOTE_AUTO 4=MAINTENANCE
generator,HOLDING,COMMAND_SEQUENCE,40002,1,%QW449,HOLDING,449,u16,,1,yes,no,命令序號，重置需為新值
generator,HOLDING_READBACK,COMMAND_SEQUENCE,40002,1,%IW961,INPUT,961,u16,,1,no,no,FC3 readback: 命令序號，重置需為新值
generator,HOLDING,WATCHDOG_COUNTER,40003,2,%QW450,HOLDING,450,u16,,1,yes,no,控制器每秒 +1
generator,HOLDING_READBACK,WATCHDOG_COUNTER,40003,2,%IW962,INPUT,962,u16,,1,no,no,FC3 readback: 控制器每秒 +1
generator,HOLDING,RESET_KEY,40004,3,%QW451,HOLDING,451,u16,,1,yes,no,重置鑰匙 0xA55A
generator,HOLDING_READBACK,RESET_KEY,40004,3,%IW963,INPUT,963,u16,,1,no,no,FC3 readback: 重置鑰匙 0xA55A
generator,HOLDING,SIMULATION_FLAGS,40005,4,%QW452,HOLDING,452,bitfield,,1,yes,no,
generator,HOLDING_READBACK,SIMULATION_FLAGS,40005,4,%IW964,INPUT,964,bitfield,,1,no,no,FC3 readback:
generator,HOLDING,ACTIVE_CONTROLLER_ID,40006,5,%QW453,HOLDING,453,u16,,1,yes,no,
generator,HOLDING_READBACK,ACTIVE_CONTROLLER_ID,40006,5,%IW965,INPUT,965,u16,,1,no,no,FC3 readback:
generator,HOLDING,COMMAND_LEASE_TIME,40007,6,%QW454,HOLDING,454,u16,s,1,yes,no,
generator,HOLDING_READBACK,COMMAND_LEASE_TIME,40007,6,%IW966,INPUT,966,u16,s,1,no,no,FC3 readback:
generator,HOLDING,OUTPUT_RATE_LIMIT,40008,7,%QW455,HOLDING,455,u16,%/s,100,yes,no,
generator,HOLDING_READBACK,OUTPUT_RATE_LIMIT,40008,7,%IW967,INPUT,967,u16,%/s,100,no,no,FC3 readback:
generator,HOLDING,RESERVED,40009,8,%QW456,HOLDING,456,u16,,1,yes,no,
generator,HOLDING_READBACK,RESERVED,40009,8,%IW968,INPUT,968,u16,,1,no,no,FC3 readback:
generator,HOLDING,PRIMARY_SETPOINT,40010,9,%QW457,HOLDING,457,u16,MW,100,yes,no,負載設定
generator,HOLDING_READBACK,PRIMARY_SETPOINT,40010,9,%IW969,INPUT,969,u16,MW,100,no,no,FC3 readback: 負載設定
generator,HOLDING,SECONDARY_SETPOINT,40011,10,%QW458,HOLDING,458,u16,kV,100,yes,no,電壓設定
generator,HOLDING_READBACK,SECONDARY_SETPOINT,40011,10,%IW970,INPUT,970,u16,kV,100,no,no,FC3 readback: 電壓設定
generator,HOLDING,MANUAL_OUTPUT,40012,11,%QW459,HOLDING,459,u16,MW,100,yes,no,手動負載命令
generator,HOLDING_READBACK,MANUAL_OUTPUT,40012,11,%IW971,INPUT,971,u16,MW,100,no,no,FC3 readback: 手動負載命令
generator,HOLDING,OUTPUT_HIGH_LIMIT,40013,12,%QW460,HOLDING,460,u16,%,100,yes,no,
generator,HOLDING_READBACK,OUTPUT_HIGH_LIMIT,40013,12,%IW972,INPUT,972,u16,%,100,no,no,FC3 readback:
generator,HOLDING,OUTPUT_LOW_LIMIT,40014,13,%QW461,HOLDING,461,u16,%,100,yes,no,
generator,HOLDING_READBACK,OUTPUT_LOW_LIMIT,40014,13,%IW973,INPUT,973,u16,%,100,no,no,FC3 readback:
generator,HOLDING,PID_KP,40020,19,%QW467,HOLDING,467,u16,,100,yes,no,
generator,HOLDING_READBACK,PID_KP,40020,19,%IW979,INPUT,979,u16,,100,no,no,FC3 readback:
generator,HOLDING,PID_KI,40021,20,%QW468,HOLDING,468,u16,,100,yes,no,
generator,HOLDING_READBACK,PID_KI,40021,20,%IW980,INPUT,980,u16,,100,no,no,FC3 readback:
generator,HOLDING,PID_KD,40022,21,%QW469,HOLDING,469,u16,,100,yes,no,
generator,HOLDING_READBACK,PID_KD,40022,21,%IW981,INPUT,981,u16,,100,no,no,FC3 readback:
generator,HOLDING,DEADBAND,40023,22,%QW470,HOLDING,470,u16,,100,yes,no,
generator,HOLDING_READBACK,DEADBAND,40023,22,%IW982,INPUT,982,u16,,100,no,no,FC3 readback:
generator,HOLDING,INTEGRAL_LIMIT,40024,23,%QW471,HOLDING,471,u16,,100,yes,no,
generator,HOLDING_READBACK,INTEGRAL_LIMIT,40024,23,%IW983,INPUT,983,u16,,100,no,no,FC3 readback:
generator,HOLDING,CONTROLLER_SCAN_TIME,40025,24,%QW472,HOLDING,472,u16,ms,1,yes,no,
generator,HOLDING_READBACK,CONTROLLER_SCAN_TIME,40025,24,%IW984,INPUT,984,u16,ms,1,no,no,FC3 readback:
generator,HOLDING,OPERATING_MODE,40030,29,%QW477,HOLDING,477,u16,,1,yes,no,0=孤島 1=強電網
generator,HOLDING_READBACK,OPERATING_MODE,40030,29,%IW989,INPUT,989,u16,,1,no,no,FC3 readback: 0=孤島 1=強電網
generator,HOLDING,LOAD_RATE_LIMIT,40031,30,%QW478,HOLDING,478,u16,MW/s,100,yes,no,
generator,HOLDING_READBACK,LOAD_RATE_LIMIT,40031,30,%IW990,INPUT,990,u16,MW/s,100,no,no,FC3 readback:
